"accl_x_value","accl_y_value","accl_z_value","gyro_x_value","gyro_y_value","gyro_z_value","mag_x_value","mag_y_value","mag_z_value","action_class"
"-3.27084","-0.11614","13.2439","-1.23379","0.701584","-1.11034","-2.29136","14.4307","-43.3858","0"
"5.23539","0.557419","4.1115","0.690501","-0.327672","0.481923","-18.2874","-17.1946","-29.6984","1"
"-0.618998","0.288922","9.57865","-0.111359","0.015462","-0.12696","-2.14868","13.5928","-43.8541","0"
"5.87618","-3.29042","9.26831","0.554135","0.609415","0.202789","-26.2418","-1.66992","-30.8635","2"
"0.318924","-1.49043","10.8627","0.166985","1.44102","-1.31449","1.51367","22.2275","-39.6202","0"
"4.09192","-5.07488","7.46801","0.441936","0.41533","0.0798756","-21.5621","-0.232072","-30.9713","2"
"-0.668945","-1.78348","8.32357","0.27002","1.29198","-1.34524","3.07999","21.45","-40.1993","0"
"9.3744","-5.24483","11.8067","0.560675","0.78244","0.267065","-20.9161","-1.11893","-32.8595","2"
"-0.769211","-1.6387","10.6516","0.562515","1.78807","-1.57971","4.59747","21.347","-42.1036","0"
"5.52565","-2.10203","6.51212","0.584438","0.542503","0.215132","-21.3699","-1.28067","-33.7703","2"
"-1.23135","-1.47643","7.99416","0.270256","1.60838","-1.87193","1.96075","21.8857","-41.9411","0"
"6.5514","-6.72429","10.3182","0.63172","0.734566","0.255321","-22.7811","0.559082","-33.362","2"
"-0.221832","-1.21014","9.73401","0.634247","1.81436","-2.0757","1.89362","24.0006","-40.5457","0"
"3.3477","-5.02823","5.41868","0.692703","0.807365","0.347678","-19.8033","2.21512","-34.6779","2"
"-1.66425","-2.07436","4.08989","0.811554","1.76627","-2.08002","4.91638","23.5962","-40.3564","0"
"5.95504","-2.9063","10.1897","0.633789","0.681758","0.434439","-18.2408","1.87378","-33.8916","2"
"-0.232178","-1.07719","9.6275","1.03378","2.6342","-2.56113","5.18951","24.9069","-38.7283","0"
"6.45918","-2.12044","11.0533","0.620035","0.602609","0.489799","-17.4503","2.19025","-32.6433","2"
"0.0701599","-1.96916","7.5414","1.20563","4.19505","-2.68912","5.82275","24.3469","-37.8128","0"
"5.66716","-6.58822","8.50014","0.735882","0.573196","0.933782","-15.3291","0.0427246","-33.7489","2"
"-3.33206","-0.968506","6.77301","0.161438","5.00514","-4.17299","4.20837","27.5345","-35.1425","0"
"-0.54914","-4.4866","6.18759","0.85369","0.919797","0.46478","-13.2973","3.4643","-35.7971","2"
"0.293793","-0.920914","11.0571","1.29329","1.71576","-1.17145","11.2015","17.7506","-42.2134","0"
"5.13535","-3.34381","8.85229","0.629495","0.460155","0.278236","-21.0693","0.578766","-30.7254","2"
"-0.978333","-1.58694","10.7943","0.118683","3.27678","-2.8186","2.50244","20.4483","-42.186","0"
"9.45746","-5.95224","8.52858","0.702205","0.2783","0.694917","-21.4711","1.55029","-30.6798","2"
"-0.177101","-2.39137","7.78082","0.421173","3.59684","-2.41071","2.60391","24.572","-38.9175","0"
"8.40229","-5.57901","8.89842","0.782156","1.05907","0.504425","-20.4497","3.73962","-30.6123","2"
"-0.426559","-1.75658","10.216","0.618835","1.68231","-1.63527","-0.622559","28.833","-36.2152","0"
"0.00795441","-10.7505","5.96676","0.883444","0.954518","0.396378","-23.2494","5.65491","-30.0598","2"
"-0.450211","-1.6992","8.15428","0.621429","1.63312","-1.4593","-0.860596","28.5675","-36.7188","0"
"3.96756","-7.71362","5.96444","0.757021","0.885797","0.386455","-22.2931","5.72693","-30.1707","2"
"-1.07632","-1.90222","8.0098","0.891998","1.94655","-1.74701","3.13721","26.799","-36.9064","0"
"4.75316","-8.74867","7.82111","0.919839","0.404624","1.03199","-21.2421","1.96516","-30.5642","2"
"-1.39914","-1.72888","6.2491","0.0624847","4.15253","-3.06275","0.436401","28.6827","-35.1212","0"
"2.67615","-5.79901","7.05027","0.770177","1.01823","0.688001","-20.3218","5.61462","-30.1036","2"
"-0.567459","-2.23103","8.59518","1.04663","2.76872","-1.93169","-2.6535","28.1906","-36.2106","0"
"3.63217","-5.91473","7.30096","1.18727","0.251361","1.00434","-23.0669","0.925361","-29.012","2"
"2.98989","-0.987671","8.89668","-0.737968","4.98936","-2.64111","-6.55594","27.8763","-35.0548","0"
"7.80206","-7.00777","12.1158","0.759743","1.07199","0.262937","-20.1607","6.65616","-30.0648","2"
"-1.35094","-2.07606","9.04143","0.911224","1.48946","-0.852448","0.628662","26.2161","-37.4649","0"
"4.90693","-8.14339","5.93103","0.784342","0.547785","1.00017","-22.2487","1.24393","-28.8315","2"
"-1.1179","-1.89169","7.27919","0.186752","5.64778","-3.18318","-3.28217","30.8914","-33.1131","0"
"3.59249","-7.59315","5.47624","0.845915","0.816708","0.799504","-15.8832","4.23645","-31.9986","2"
"-0.0167389","-0.909386","8.96588","1.23058","2.9045","-2.03554","3.47214","20.7802","-41.687","0"
"6.23294","-10.5971","5.75836","0.982904","1.02341","0.457971","-18.9494","3.85803","-31.8304","2"
"-0.805481","0.555115","10.4334","1.34904","1.47481","-0.937378","15.448","12.5046","-41.9998","0"
"7.84936","-6.70856","7.37878","0.722141","0.971101","0.594667","-18.9958","1.99924","-30.8896","2"
"-1.58127","-1.51088","7.9431","1.20621","2.75542","-1.97681","2.40326","26.9852","-36.4975","0"
"3.07894","-5.54589","9.2022","0.824086","1.16918","0.633019","-16.4503","4.67468","-32.541","2"
"-1.37944","-1.30463","8.51346","1.57671","2.39993","-1.57579","0.151062","21.7651","-41.1667","0"
"2.5006","-8.48152","5.41246","0.763813","0.944251","0.809484","-20.7128","0.698344","-32.0696","2"
"-1.12067","-1.83086","7.83054","0.623062","4.01504","-3.18794","-0.628662","27.7557","-36.9232","0"
"7.69607","-5.8426","8.12719","0.926485","1.01286","0.723077","-20.5341","2.43332","-32.4145","2"
"0.00619507","-1.63258","7.19317","0.721802","2.31657","-2.09329","1.60675","23.4505","-41.1659","0"
